ancillary_purchase_id,booking_id,item_id,item_type,item_name,quantity,unit_price_usd,total_price_usd
ANCP0006793,BKG006666,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006794,BKG006667,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0006795,BKG006670,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0006796,BKG006670,ANC05,seat,Extra Legroom Seat,1,24.42,24.42
ANCP0006797,BKG006671,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006798,BKG006672,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006799,BKG006673,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006800,BKG006675,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006801,BKG006676,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006802,BKG006677,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006803,BKG006679,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006804,BKG006682,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0006805,BKG006683,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006806,BKG006684,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006807,BKG006685,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006808,BKG006686,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006809,BKG006688,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006810,BKG006689,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006811,BKG006690,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006812,BKG006691,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006813,BKG006693,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006814,BKG006693,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006815,BKG006694,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0006816,BKG006695,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006817,BKG006696,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006818,BKG006697,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006819,BKG006698,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006820,BKG006699,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0006821,BKG006700,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006822,BKG006701,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006823,BKG006702,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006824,BKG006703,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006825,BKG006704,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0006826,BKG006705,ANC06,meal,Hot Meal Upgrade,1,16.67,16.67
ANCP0006827,BKG006705,ANC10,priority,Priority Boarding,1,13.33,13.33
ANCP0006828,BKG006706,ANC06,meal,Hot Meal Upgrade,1,15.0,15.0
ANCP0006829,BKG006706,ANC06,meal,Hot Meal Upgrade,1,15.0,15.0
ANCP0006830,BKG006707,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006831,BKG006709,ANC05,seat,Extra Legroom Seat,1,33.6,33.6
ANCP0006832,BKG006709,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0006833,BKG006711,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006834,BKG006712,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0006835,BKG006713,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006836,BKG006714,ANC01,baggage,Extra Bag 23kg,1,31.7,31.7
ANCP0006837,BKG006714,ANC04,seat,Preferred Seat,1,16.3,16.3
ANCP0006838,BKG006715,ANC11,priority,Fast Track Security,1,10.8,10.8
ANCP0006839,BKG006715,ANC01,baggage,Extra Bag 23kg,1,25.2,25.2
ANCP0006840,BKG006717,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0006841,BKG006717,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0006842,BKG006718,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006843,BKG006720,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0006844,BKG006721,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006845,BKG006722,ANC01,baggage,Extra Bag 23kg,1,35.74,35.74
ANCP0006846,BKG006722,ANC10,priority,Priority Boarding,1,12.26,12.26
ANCP0006847,BKG006723,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006848,BKG006724,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006849,BKG006725,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006850,BKG006726,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0006851,BKG006726,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0006852,BKG006728,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006853,BKG006729,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006854,BKG006730,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006855,BKG006731,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006856,BKG006732,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006857,BKG006733,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006858,BKG006734,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006859,BKG006734,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006860,BKG006735,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0006861,BKG006736,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006862,BKG006738,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006863,BKG006739,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006864,BKG006740,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006865,BKG006741,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0006866,BKG006742,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006867,BKG006743,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0006868,BKG006744,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006869,BKG006745,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006870,BKG006746,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006871,BKG006748,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006872,BKG006748,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0006873,BKG006749,ANC11,priority,Fast Track Security,1,12.0,12.0
ANCP0006874,BKG006750,ANC05,seat,Extra Legroom Seat,1,36.0,36.0
ANCP0006875,BKG006752,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006876,BKG006753,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0006877,BKG006754,ANC05,seat,Extra Legroom Seat,1,35.74,35.74
ANCP0006878,BKG006754,ANC10,priority,Priority Boarding,1,12.26,12.26
ANCP0006879,BKG006755,ANC10,priority,Priority Boarding,1,9.19,9.19
ANCP0006880,BKG006755,ANC01,baggage,Extra Bag 23kg,1,26.81,26.81
ANCP0006881,BKG006756,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006882,BKG006757,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006883,BKG006759,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006884,BKG006760,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0006885,BKG006761,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006886,BKG006762,ANC07,meal,Premium Meal,1,17.44,17.44
ANCP0006887,BKG006762,ANC04,seat,Preferred Seat,1,12.56,12.56
ANCP0006888,BKG006763,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006889,BKG006765,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006890,BKG006766,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0006891,BKG006766,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0006892,BKG006767,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006893,BKG006768,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006894,BKG006769,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006895,BKG006771,ANC02,baggage,Extra Bag 32kg,1,48.0,48.0
ANCP0006896,BKG006772,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0006897,BKG006774,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006898,BKG006775,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006899,BKG006776,ANC07,meal,Premium Meal,1,18.0,18.0
ANCP0006900,BKG006777,ANC03,seat,Standard Seat,1,6.7,6.7
ANCP0006901,BKG006777,ANC05,seat,Extra Legroom Seat,1,29.3,29.3
ANCP0006902,BKG006779,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0006903,BKG006781,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006904,BKG006783,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006905,BKG006784,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006906,BKG006785,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006907,BKG006786,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006908,BKG006786,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006909,BKG006787,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006910,BKG006788,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0006911,BKG006791,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006912,BKG006793,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006913,BKG006794,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006914,BKG006795,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006915,BKG006796,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006916,BKG006798,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006917,BKG006799,ANC11,priority,Fast Track Security,1,19.57,19.57
ANCP0006918,BKG006799,ANC03,seat,Standard Seat,1,10.43,10.43
ANCP0006919,BKG006800,ANC03,seat,Standard Seat,1,12.52,12.52
ANCP0006920,BKG006800,ANC11,priority,Fast Track Security,1,23.48,23.48
ANCP0006921,BKG006801,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006922,BKG006802,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006923,BKG006803,ANC08,lounge,Lounge Access ABJ,1,30.0,30.0
ANCP0006924,BKG006804,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006925,BKG006805,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006926,BKG006807,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006927,BKG006808,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006928,BKG006809,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006929,BKG006810,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006930,BKG006811,ANC06,meal,Hot Meal Upgrade,1,13.64,13.64
ANCP0006931,BKG006811,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0006932,BKG006812,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0006933,BKG006813,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0006934,BKG006813,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0006935,BKG006814,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006936,BKG006815,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0006937,BKG006815,ANC05,seat,Extra Legroom Seat,1,24.42,24.42
ANCP0006938,BKG006816,ANC10,priority,Priority Boarding,1,9.19,9.19
ANCP0006939,BKG006816,ANC01,baggage,Extra Bag 23kg,1,26.81,26.81
ANCP0006940,BKG006817,ANC03,seat,Standard Seat,1,6.7,6.7
ANCP0006941,BKG006817,ANC05,seat,Extra Legroom Seat,1,29.3,29.3
ANCP0006942,BKG006818,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006943,BKG006819,ANC05,seat,Extra Legroom Seat,1,36.0,36.0
ANCP0006944,BKG006821,ANC03,seat,Standard Seat,1,6.62,6.62
ANCP0006945,BKG006821,ANC02,baggage,Extra Bag 32kg,1,41.38,41.38
ANCP0006946,BKG006822,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006947,BKG006823,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006948,BKG006824,ANC06,meal,Hot Meal Upgrade,1,12.0,12.0
ANCP0006949,BKG006825,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006950,BKG006827,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006951,BKG006828,ANC06,meal,Hot Meal Upgrade,1,16.36,16.36
ANCP0006952,BKG006828,ANC04,seat,Preferred Seat,1,19.64,19.64
ANCP0006953,BKG006830,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006954,BKG006831,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0006955,BKG006831,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0006956,BKG006832,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006957,BKG006833,ANC05,seat,Extra Legroom Seat,1,33.6,33.6
ANCP0006958,BKG006833,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0006959,BKG006834,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0006960,BKG006835,ANC11,priority,Fast Track Security,1,31.3,31.3
ANCP0006961,BKG006835,ANC03,seat,Standard Seat,1,16.7,16.7
ANCP0006962,BKG006836,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006963,BKG006837,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0006964,BKG006837,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0006965,BKG006838,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006966,BKG006839,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0006967,BKG006840,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0006968,BKG006841,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0006969,BKG006842,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0006970,BKG006842,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0006971,BKG006843,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0006972,BKG006844,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006973,BKG006845,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006974,BKG006846,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006975,BKG006847,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0006976,BKG006848,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006977,BKG006849,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006978,BKG006850,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0006979,BKG006850,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0006980,BKG006851,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006981,BKG006852,ANC01,baggage,Extra Bag 23kg,1,31.7,31.7
ANCP0006982,BKG006852,ANC04,seat,Preferred Seat,1,16.3,16.3
ANCP0006983,BKG006853,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0006984,BKG006854,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006985,BKG006856,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006986,BKG006857,ANC08,lounge,Lounge Access ABJ,1,30.0,30.0
ANCP0006987,BKG006858,ANC11,priority,Fast Track Security,1,13.64,13.64
ANCP0006988,BKG006858,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0006989,BKG006860,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0006990,BKG006861,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006991,BKG006862,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0006992,BKG006863,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0006993,BKG006863,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0006994,BKG006865,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0006995,BKG006866,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0006996,BKG006867,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006997,BKG006868,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006998,BKG006869,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0006999,BKG006870,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007000,BKG006871,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0007001,BKG006871,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0007002,BKG006872,ANC03,seat,Standard Seat,1,12.52,12.52
ANCP0007003,BKG006872,ANC06,meal,Hot Meal Upgrade,1,23.48,23.48
ANCP0007004,BKG006875,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007005,BKG006876,ANC01,baggage,Extra Bag 23kg,1,31.7,31.7
ANCP0007006,BKG006876,ANC04,seat,Preferred Seat,1,16.3,16.3
ANCP0007007,BKG006879,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007008,BKG006880,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007009,BKG006881,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007010,BKG006882,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007011,BKG006883,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007012,BKG006884,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007013,BKG006885,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007014,BKG006885,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007015,BKG006886,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007016,BKG006888,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007017,BKG006888,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007018,BKG006889,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007019,BKG006891,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007020,BKG006892,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007021,BKG006892,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007022,BKG006893,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007023,BKG006894,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007024,BKG006895,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0007025,BKG006896,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0007026,BKG006896,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0007027,BKG006897,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007028,BKG006898,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007029,BKG006899,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007030,BKG006900,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007031,BKG006901,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0007032,BKG006901,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0007033,BKG006902,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007034,BKG006903,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007035,BKG006904,ANC04,seat,Preferred Seat,1,28.8,28.8
ANCP0007036,BKG006904,ANC10,priority,Priority Boarding,1,19.2,19.2
ANCP0007037,BKG006905,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007038,BKG006905,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007039,BKG006906,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007040,BKG006907,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007041,BKG006908,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007042,BKG006911,ANC03,seat,Standard Seat,1,6.7,6.7
ANCP0007043,BKG006911,ANC01,baggage,Extra Bag 23kg,1,29.3,29.3
ANCP0007044,BKG006912,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007045,BKG006915,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007046,BKG006915,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007047,BKG006916,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007048,BKG006917,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007049,BKG006918,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0007050,BKG006918,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0007051,BKG006919,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007052,BKG006920,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007053,BKG006921,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0007054,BKG006921,ANC10,priority,Priority Boarding,1,15.0,15.0
ANCP0007055,BKG006922,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007056,BKG006923,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007057,BKG006924,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007058,BKG006925,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0007059,BKG006927,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007060,BKG006929,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007061,BKG006929,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007062,BKG006930,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007063,BKG006931,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007064,BKG006932,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0007065,BKG006932,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007066,BKG006933,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007067,BKG006935,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007068,BKG006936,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007069,BKG006937,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0007070,BKG006937,ANC04,seat,Preferred Seat,1,15.0,15.0
ANCP0007071,BKG006938,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007072,BKG006939,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007073,BKG006939,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007074,BKG006941,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007075,BKG006942,ANC03,seat,Standard Seat,1,9.23,9.23
ANCP0007076,BKG006942,ANC04,seat,Preferred Seat,1,20.77,20.77
ANCP0007077,BKG006943,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0007078,BKG006944,ANC03,seat,Standard Seat,1,5.58,5.58
ANCP0007079,BKG006944,ANC01,baggage,Extra Bag 23kg,1,24.42,24.42
ANCP0007080,BKG006945,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007081,BKG006948,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007082,BKG006948,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007083,BKG006949,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007084,BKG006949,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007085,BKG006950,ANC03,seat,Standard Seat,1,11.08,11.08
ANCP0007086,BKG006950,ANC04,seat,Preferred Seat,1,24.92,24.92
ANCP0007087,BKG006951,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0007088,BKG006952,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0007089,BKG006953,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0007090,BKG006954,ANC06,meal,Hot Meal Upgrade,1,13.64,13.64
ANCP0007091,BKG006954,ANC04,seat,Preferred Seat,1,16.36,16.36
ANCP0007092,BKG006955,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007093,BKG006956,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007094,BKG006957,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007095,BKG006958,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0007096,BKG006959,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007097,BKG006962,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007098,BKG006963,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007099,BKG006964,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007100,BKG006965,ANC05,seat,Extra Legroom Seat,1,36.0,36.0
ANCP0007101,BKG006966,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0007102,BKG006967,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0007103,BKG006969,ANC11,priority,Fast Track Security,1,18.0,18.0
ANCP0007104,BKG006970,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007105,BKG006971,ANC01,baggage,Extra Bag 23kg,1,36.0,36.0
ANCP0007106,BKG006972,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007107,BKG006973,ANC03,seat,Standard Seat,1,12.0,12.0
ANCP0007108,BKG006974,ANC04,seat,Preferred Seat,1,28.8,28.8
ANCP0007109,BKG006974,ANC10,priority,Priority Boarding,1,19.2,19.2
ANCP0007110,BKG006975,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007111,BKG006977,ANC10,priority,Priority Boarding,1,18.0,18.0
ANCP0007112,BKG006979,ANC06,meal,Hot Meal Upgrade,1,18.0,18.0
ANCP0007113,BKG006980,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007114,BKG006982,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007115,BKG006983,ANC08,lounge,Lounge Access ABJ,1,36.0,36.0
ANCP0007116,BKG006984,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007117,BKG006985,ANC05,seat,Extra Legroom Seat,1,30.0,30.0
ANCP0007118,BKG006986,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007119,BKG006986,ANC10,priority,Priority Boarding,1,12.0,12.0
ANCP0007120,BKG006987,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007121,BKG006987,ANC03,seat,Standard Seat,1,15.0,15.0
ANCP0007122,BKG006988,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007123,BKG006989,ANC01,baggage,Extra Bag 23kg,1,30.0,30.0
ANCP0007124,BKG006990,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007125,BKG006992,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007126,BKG006993,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
ANCP0007127,BKG006994,ANC03,seat,Standard Seat,1,18.0,18.0
ANCP0007128,BKG006995,ANC04,seat,Preferred Seat,1,18.0,18.0
ANCP0007129,BKG006996,ANC04,seat,Preferred Seat,1,12.0,12.0
ANCP0007130,BKG006997,ANC01,baggage,Extra Bag 23kg,1,33.6,33.6
ANCP0007131,BKG006997,ANC06,meal,Hot Meal Upgrade,1,14.4,14.4
ANCP0007132,BKG006998,ANC02,baggage,Extra Bag 32kg,1,36.0,36.0
