loyalty_txn_id,customer_id,txn_date,txn_type,miles_amount,related_booking_id,description
LTX0002324,CUST0064,2024-12-27 00:00:00,Earn,143,BKG006830,Miles earned from flight booking (tier=Explorer)
LTX0002325,CUST0053,2024-12-20 00:00:00,Earn,400,BKG006832,Miles earned from flight booking (tier=Explorer)
LTX0002326,CUST0278,2024-11-24 00:00:00,Earn,447,BKG006836,Miles earned from flight booking (tier=Explorer)
LTX0002327,CUST0004,2024-12-22 00:00:00,Earn,166,BKG006837,Miles earned from flight booking (tier=Explorer)
LTX0002328,CUST0200,2025-01-02 00:00:00,Earn,275,BKG006840,Miles earned from flight booking (tier=Explorer)
LTX0002329,CUST0200,2024-11-23 00:00:00,Earn,219,BKG006859,Miles earned from flight booking (tier=Explorer)
LTX0002330,CUST0078,2025-01-10 00:00:00,Earn,480,BKG006862,Miles earned from flight booking (tier=Gold)
LTX0002331,CUST0134,2024-11-29 00:00:00,Earn,969,BKG006864,Miles earned from flight booking (tier=Silver)
LTX0002332,CUST0238,2024-11-23 00:00:00,Earn,300,BKG006867,Miles earned from flight booking (tier=Gold)
LTX0002333,CUST0273,2025-01-14 00:00:00,Earn,446,BKG006872,Miles earned from flight booking (tier=Gold)
LTX0002334,CUST0053,2024-12-24 00:00:00,Earn,188,BKG006874,Miles earned from flight booking (tier=Explorer)
LTX0002335,CUST0193,2025-01-18 00:00:00,Earn,205,BKG006876,Miles earned from flight booking (tier=Gold)
LTX0002336,CUST0082,2025-01-03 00:00:00,Earn,184,BKG006877,Miles earned from flight booking (tier=Silver)
LTX0002337,CUST0296,2024-12-20 00:00:00,Earn,128,BKG006879,Miles earned from flight booking (tier=Explorer)
LTX0002338,CUST0190,2024-11-22 00:00:00,Earn,67,BKG006881,Miles earned from flight booking (tier=Explorer)
LTX0002339,CUST0286,2024-12-07 00:00:00,Earn,587,BKG006883,Miles earned from flight booking (tier=Gold)
LTX0002340,CUST0125,2025-01-05 00:00:00,Earn,266,BKG006886,Miles earned from flight booking (tier=Silver)
LTX0002341,CUST0167,2024-12-07 00:00:00,Earn,96,BKG006888,Miles earned from flight booking (tier=Silver)
LTX0002342,CUST0165,2024-12-15 00:00:00,Earn,228,BKG006891,Miles earned from flight booking (tier=Silver)
LTX0002343,CUST0225,2025-01-02 00:00:00,Earn,202,BKG006892,Miles earned from flight booking (tier=Silver)
LTX0002344,CUST0262,2024-11-26 00:00:00,Earn,384,BKG006898,Miles earned from flight booking (tier=Explorer)
LTX0002345,CUST0113,2024-12-14 00:00:00,Earn,167,BKG006903,Miles earned from flight booking (tier=Explorer)
LTX0002346,CUST0278,2025-01-12 00:00:00,Earn,90,BKG006905,Miles earned from flight booking (tier=Explorer)
LTX0002347,CUST0251,2024-12-29 00:00:00,Earn,86,BKG006909,Miles earned from flight booking (tier=Explorer)
LTX0002348,CUST0231,2024-12-21 00:00:00,Earn,124,BKG006910,Miles earned from flight booking (tier=Gold)
LTX0002349,CUST0185,2024-11-29 00:00:00,Earn,129,BKG006911,Miles earned from flight booking (tier=Explorer)
LTX0002350,CUST0121,2025-01-03 00:00:00,Earn,190,BKG006919,Miles earned from flight booking (tier=Explorer)
LTX0002351,CUST0009,2024-12-08 00:00:00,Earn,136,BKG006921,Miles earned from flight booking (tier=Explorer)
LTX0002352,CUST0225,2024-12-15 00:00:00,Earn,208,BKG006922,Miles earned from flight booking (tier=Silver)
LTX0002353,CUST0273,2024-12-07 00:00:00,Earn,718,BKG006926,Miles earned from flight booking (tier=Gold)
LTX0002354,CUST0056,2024-12-21 00:00:00,Earn,246,BKG006927,Miles earned from flight booking (tier=Gold)
LTX0002355,CUST0188,2024-12-03 00:00:00,Earn,109,BKG006928,Miles earned from flight booking (tier=Silver)
LTX0002356,CUST0078,2024-12-07 00:00:00,Earn,228,BKG006932,Miles earned from flight booking (tier=Gold)
LTX0002357,CUST0131,2024-11-25 00:00:00,Earn,213,BKG006934,Miles earned from flight booking (tier=Gold)
LTX0002358,CUST0064,2024-12-26 00:00:00,Earn,196,BKG006935,Miles earned from flight booking (tier=Explorer)
LTX0002359,CUST0246,2025-01-05 00:00:00,Earn,235,BKG006941,Miles earned from flight booking (tier=Explorer)
LTX0002360,CUST0214,2025-01-15 00:00:00,Earn,66,BKG006943,Miles earned from flight booking (tier=Explorer)
LTX0002361,CUST0098,2024-12-16 00:00:00,Earn,144,BKG006944,Miles earned from flight booking (tier=Gold)
LTX0002362,CUST0169,2024-12-21 00:00:00,Earn,174,BKG006948,Miles earned from flight booking (tier=Silver)
LTX0002363,CUST0108,2025-01-03 00:00:00,Earn,238,BKG006956,Miles earned from flight booking (tier=Gold)
LTX0002364,CUST0061,2025-01-06 00:00:00,Earn,180,BKG006960,Miles earned from flight booking (tier=Silver)
LTX0002365,CUST0272,2025-01-14 00:00:00,Earn,302,BKG006962,Miles earned from flight booking (tier=Explorer)
LTX0002366,CUST0060,2024-12-26 00:00:00,Earn,363,BKG006963,Miles earned from flight booking (tier=Silver)
LTX0002367,CUST0143,2024-11-30 00:00:00,Earn,324,BKG006964,Miles earned from flight booking (tier=Explorer)
LTX0002368,CUST0053,2024-12-04 00:00:00,Earn,300,BKG006967,Miles earned from flight booking (tier=Explorer)
LTX0002369,CUST0018,2024-12-23 00:00:00,Earn,510,BKG006976,Miles earned from flight booking (tier=Silver)
LTX0002370,CUST0109,2025-01-09 00:00:00,Earn,192,BKG006979,Miles earned from flight booking (tier=Gold)
LTX0002371,CUST0246,2024-12-07 00:00:00,Earn,595,BKG006988,Miles earned from flight booking (tier=Explorer)
LTX0002372,CUST0043,2024-11-30 00:00:00,Earn,430,BKG006991,Miles earned from flight booking (tier=Explorer)
LTX0002373,CUST0061,2024-12-29 00:00:00,Earn,748,BKG006995,Miles earned from flight booking (tier=Silver)
LTX0002374,CUST0170,2024-11-23 00:00:00,Earn,238,BKG006997,Miles earned from flight booking (tier=Silver)
LTX0002375,CUST0112,2025-01-04 00:00:00,Earn,273,BKG007003,Miles earned from flight booking (tier=Explorer)
LTX0002376,CUST0109,2024-12-24 00:00:00,Earn,386,BKG007006,Miles earned from flight booking (tier=Gold)
LTX0002377,CUST0170,2024-12-06 00:00:00,Earn,519,BKG007015,Miles earned from flight booking (tier=Silver)
LTX0002378,CUST0148,2024-12-08 00:00:00,Earn,142,BKG007017,Miles earned from flight booking (tier=Explorer)
LTX0002379,CUST0109,2024-11-30 00:00:00,Earn,356,BKG007020,Miles earned from flight booking (tier=Gold)
LTX0002380,CUST0106,2025-01-04 00:00:00,Earn,320,BKG007022,Miles earned from flight booking (tier=Explorer)
LTX0002381,CUST0144,2024-12-18 00:00:00,Earn,262,BKG007024,Miles earned from flight booking (tier=Explorer)
LTX0002382,CUST0129,2024-12-08 00:00:00,Earn,174,BKG007026,Miles earned from flight booking (tier=Explorer)
LTX0002383,CUST0060,2024-12-07 00:00:00,Earn,403,BKG007028,Miles earned from flight booking (tier=Silver)
LTX0002384,CUST0151,2024-12-28 00:00:00,Earn,472,BKG007029,Miles earned from flight booking (tier=Gold)
LTX0002385,CUST0009,2024-12-28 00:00:00,Earn,451,BKG007034,Miles earned from flight booking (tier=Explorer)
LTX0002386,CUST0140,2025-01-02 00:00:00,Earn,136,BKG007043,Miles earned from flight booking (tier=Explorer)
LTX0002387,CUST0238,2024-12-03 00:00:00,Earn,356,BKG007044,Miles earned from flight booking (tier=Gold)
LTX0002388,CUST0134,2024-12-12 00:00:00,Earn,205,BKG007045,Miles earned from flight booking (tier=Silver)
LTX0002389,CUST0148,2024-12-04 00:00:00,Earn,275,BKG007046,Miles earned from flight booking (tier=Explorer)
LTX0002390,CUST0061,2024-12-31 00:00:00,Earn,402,BKG007047,Miles earned from flight booking (tier=Silver)
LTX0002391,CUST0051,2024-11-22 00:00:00,Earn,182,BKG007056,Miles earned from flight booking (tier=Explorer)
LTX0002392,CUST0009,2024-11-24 00:00:00,Earn,538,BKG007059,Miles earned from flight booking (tier=Explorer)
LTX0002393,CUST0035,2024-12-31 00:00:00,Earn,775,BKG007068,Miles earned from flight booking (tier=Explorer)
LTX0002394,CUST0237,2024-12-14 00:00:00,Earn,358,BKG007069,Miles earned from flight booking (tier=Silver)
LTX0002395,CUST0026,2024-11-23 00:00:00,Earn,205,BKG007072,Miles earned from flight booking (tier=Explorer)
LTX0002396,CUST0194,2024-12-09 00:00:00,Earn,364,BKG007075,Miles earned from flight booking (tier=Silver)
LTX0002397,CUST0055,2024-12-13 00:00:00,Earn,205,BKG007077,Miles earned from flight booking (tier=Explorer)
LTX0002398,CUST0104,2025-01-08 00:00:00,Earn,251,BKG007078,Miles earned from flight booking (tier=Silver)
LTX0002399,CUST0127,2025-01-18 00:00:00,Earn,326,BKG007082,Miles earned from flight booking (tier=Explorer)
LTX0002400,CUST0147,2025-01-02 00:00:00,Earn,293,BKG007087,Miles earned from flight booking (tier=Explorer)
LTX0002401,CUST0100,2024-11-22 00:00:00,Earn,1153,BKG007088,Miles earned from flight booking (tier=Gold)
LTX0002402,CUST0053,2024-12-04 00:00:00,Earn,217,BKG007090,Miles earned from flight booking (tier=Explorer)
LTX0002403,CUST0190,2024-12-06 00:00:00,Earn,110,BKG007092,Miles earned from flight booking (tier=Explorer)
LTX0002404,CUST0248,2025-01-07 00:00:00,Earn,218,BKG007094,Miles earned from flight booking (tier=Silver)
LTX0002405,CUST0168,2024-12-01 00:00:00,Earn,306,BKG007096,Miles earned from flight booking (tier=Explorer)
LTX0002406,CUST0041,2024-12-03 00:00:00,Earn,258,BKG007097,Miles earned from flight booking (tier=Silver)
LTX0002407,CUST0168,2024-12-25 00:00:00,Earn,369,BKG007098,Miles earned from flight booking (tier=Explorer)
LTX0002408,CUST0119,2025-01-09 00:00:00,Earn,211,BKG007100,Miles earned from flight booking (tier=Silver)
LTX0002409,CUST0290,2024-11-27 00:00:00,Earn,369,BKG007109,Miles earned from flight booking (tier=Explorer)
LTX0002410,CUST0090,2025-01-08 00:00:00,Earn,217,BKG007110,Miles earned from flight booking (tier=Gold)
LTX0002411,CUST0129,2024-12-24 00:00:00,Earn,130,BKG007111,Miles earned from flight booking (tier=Explorer)
LTX0002412,CUST0109,2024-12-17 00:00:00,Earn,281,BKG007118,Miles earned from flight booking (tier=Gold)
LTX0002413,CUST0108,2024-12-28 00:00:00,Earn,506,BKG007119,Miles earned from flight booking (tier=Gold)
LTX0002414,CUST0017,2024-11-24 00:00:00,Earn,441,BKG007120,Miles earned from flight booking (tier=Gold)
LTX0002415,CUST0286,2024-11-28 00:00:00,Earn,277,BKG007121,Miles earned from flight booking (tier=Gold)
LTX0002416,CUST0289,2024-12-16 00:00:00,Earn,452,BKG007124,Miles earned from flight booking (tier=Explorer)
LTX0002417,CUST0134,2024-12-04 00:00:00,Earn,370,BKG007132,Miles earned from flight booking (tier=Silver)
LTX0002418,CUST0168,2024-12-18 00:00:00,Earn,224,BKG007133,Miles earned from flight booking (tier=Explorer)
LTX0002419,CUST0150,2024-12-18 00:00:00,Earn,579,BKG007137,Miles earned from flight booking (tier=Gold)
LTX0002420,CUST0103,2024-12-28 00:00:00,Earn,360,BKG007141,Miles earned from flight booking (tier=Silver)
LTX0002421,CUST0220,2024-12-18 00:00:00,Earn,233,BKG007149,Miles earned from flight booking (tier=Explorer)
LTX0002422,CUST0268,2024-12-21 00:00:00,Earn,1147,BKG007150,Miles earned from flight booking (tier=Silver)
LTX0002423,CUST0280,2024-12-05 00:00:00,Earn,648,BKG007152,Miles earned from flight booking (tier=Explorer)
LTX0002424,CUST0127,2024-12-09 00:00:00,Earn,705,BKG007153,Miles earned from flight booking (tier=Explorer)
LTX0002425,CUST0202,2025-01-17 00:00:00,Earn,720,BKG007158,Miles earned from flight booking (tier=Explorer)
LTX0002426,CUST0240,2024-11-25 00:00:00,Earn,1075,BKG007159,Miles earned from flight booking (tier=Explorer)
LTX0002427,CUST0112,2024-12-25 00:00:00,Earn,1973,BKG007161,Miles earned from flight booking (tier=Explorer)
LTX0002428,CUST0198,2024-12-12 00:00:00,Earn,1761,BKG007166,Miles earned from flight booking (tier=Silver)
LTX0002429,CUST0227,2024-12-21 00:00:00,Earn,798,BKG007167,Miles earned from flight booking (tier=Gold)
LTX0002430,CUST0111,2025-01-06 00:00:00,Earn,652,BKG007168,Miles earned from flight booking (tier=Silver)
LTX0002431,CUST0144,2025-01-16 00:00:00,Earn,2458,BKG007171,Miles earned from flight booking (tier=Explorer)
LTX0002432,CUST0008,2024-12-03 00:00:00,Earn,796,BKG007175,Miles earned from flight booking (tier=Explorer)
LTX0002433,CUST0227,2024-12-23 00:00:00,Earn,344,BKG007176,Miles earned from flight booking (tier=Gold)
LTX0002434,CUST0120,2024-12-26 00:00:00,Earn,305,BKG007179,Miles earned from flight booking (tier=Explorer)
LTX0002435,CUST0188,2025-01-03 00:00:00,Earn,290,BKG007182,Miles earned from flight booking (tier=Silver)
LTX0002436,CUST0111,2024-11-26 00:00:00,Earn,664,BKG007190,Miles earned from flight booking (tier=Silver)
LTX0002437,CUST0186,2024-12-17 00:00:00,Earn,162,BKG007191,Miles earned from flight booking (tier=Explorer)
LTX0002438,CUST0254,2024-11-26 00:00:00,Earn,446,BKG007195,Miles earned from flight booking (tier=Explorer)
LTX0002439,CUST0112,2025-01-04 00:00:00,Earn,301,BKG007197,Miles earned from flight booking (tier=Explorer)
LTX0002440,CUST0239,2024-12-18 00:00:00,Earn,385,BKG007199,Miles earned from flight booking (tier=Silver)
LTX0002441,CUST0188,2024-12-07 00:00:00,Earn,242,BKG007202,Miles earned from flight booking (tier=Silver)
LTX0002442,CUST0035,2024-12-11 00:00:00,Earn,265,BKG007205,Miles earned from flight booking (tier=Explorer)
LTX0002443,CUST0165,2024-12-23 00:00:00,Earn,426,BKG007210,Miles earned from flight booking (tier=Silver)
LTX0002444,CUST0199,2024-12-04 00:00:00,Earn,217,BKG007213,Miles earned from flight booking (tier=Silver)
LTX0002445,CUST0273,2025-01-09 00:00:00,Earn,432,BKG007217,Miles earned from flight booking (tier=Gold)
LTX0002446,CUST0060,2024-12-16 00:00:00,Earn,355,BKG007218,Miles earned from flight booking (tier=Silver)
LTX0002447,CUST0057,2024-12-30 00:00:00,Earn,125,BKG007222,Miles earned from flight booking (tier=Explorer)
LTX0002448,CUST0195,2025-01-11 00:00:00,Earn,336,BKG007223,Miles earned from flight booking (tier=Gold)
LTX0002449,CUST0122,2024-12-30 00:00:00,Earn,175,BKG007228,Miles earned from flight booking (tier=Explorer)
LTX0002450,CUST0223,2025-01-12 00:00:00,Earn,513,BKG007229,Miles earned from flight booking (tier=Silver)
LTX0002451,CUST0211,2024-11-27 00:00:00,Earn,593,BKG007234,Miles earned from flight booking (tier=Gold)
LTX0002452,CUST0157,2024-12-03 00:00:00,Earn,405,BKG007235,Miles earned from flight booking (tier=Silver)
LTX0002453,CUST0193,2025-01-10 00:00:00,Earn,761,BKG007239,Miles earned from flight booking (tier=Gold)
LTX0002454,CUST0030,2024-12-14 00:00:00,Earn,918,BKG007240,Miles earned from flight booking (tier=Silver)
LTX0002455,CUST0233,2024-12-23 00:00:00,Earn,322,BKG007243,Miles earned from flight booking (tier=Explorer)
LTX0002456,CUST0235,2024-12-12 00:00:00,Earn,160,BKG007245,Miles earned from flight booking (tier=Explorer)
LTX0002457,CUST0118,2024-11-26 00:00:00,Earn,216,BKG007248,Miles earned from flight booking (tier=Explorer)
LTX0002458,CUST0017,2025-01-09 00:00:00,Earn,219,BKG007254,Miles earned from flight booking (tier=Gold)
LTX0002459,CUST0127,2025-01-08 00:00:00,Earn,123,BKG007256,Miles earned from flight booking (tier=Explorer)
LTX0002460,CUST0140,2024-12-06 00:00:00,Earn,149,BKG007257,Miles earned from flight booking (tier=Explorer)
LTX0002461,CUST0082,2024-12-18 00:00:00,Earn,118,BKG007260,Miles earned from flight booking (tier=Silver)
LTX0002462,CUST0040,2025-01-09 00:00:00,Earn,104,BKG007264,Miles earned from flight booking (tier=Silver)
LTX0002463,CUST0169,2024-12-11 00:00:00,Earn,235,BKG007271,Miles earned from flight booking (tier=Silver)
LTX0002464,CUST0233,2025-01-09 00:00:00,Earn,154,BKG007273,Miles earned from flight booking (tier=Explorer)
LTX0002465,CUST0214,2024-12-07 00:00:00,Earn,72,BKG007275,Miles earned from flight booking (tier=Explorer)
LTX0002466,CUST0090,2025-01-09 00:00:00,Earn,138,BKG007278,Miles earned from flight booking (tier=Gold)
LTX0002467,CUST0268,2025-01-17 00:00:00,Earn,92,BKG007279,Miles earned from flight booking (tier=Silver)
LTX0002468,CUST0131,2025-01-09 00:00:00,Earn,180,BKG007280,Miles earned from flight booking (tier=Gold)
LTX0002469,CUST0290,2025-01-19 00:00:00,Earn,75,BKG007284,Miles earned from flight booking (tier=Explorer)
LTX0002470,CUST0292,2024-11-24 00:00:00,Earn,127,BKG007290,Miles earned from flight booking (tier=Gold)
LTX0002471,CUST0299,2024-11-26 00:00:00,Earn,169,BKG007296,Miles earned from flight booking (tier=Silver)
LTX0002472,CUST0227,2024-12-30 00:00:00,Earn,159,BKG007297,Miles earned from flight booking (tier=Gold)
LTX0002473,CUST0136,2024-12-19 00:00:00,Earn,145,BKG007298,Miles earned from flight booking (tier=Silver)
LTX0002474,CUST0289,2025-01-15 00:00:00,Earn,292,BKG007309,Miles earned from flight booking (tier=Explorer)
LTX0002475,CUST0047,2024-12-20 00:00:00,Earn,138,BKG007310,Miles earned from flight booking (tier=Silver)
LTX0002476,CUST0242,2025-01-19 00:00:00,Earn,124,BKG007313,Miles earned from flight booking (tier=Gold)
LTX0002477,CUST0061,2024-12-31 00:00:00,Earn,112,BKG007318,Miles earned from flight booking (tier=Silver)
LTX0002478,CUST0170,2025-01-06 00:00:00,Earn,114,BKG007325,Miles earned from flight booking (tier=Silver)
LTX0002479,CUST0082,2024-12-04 00:00:00,Earn,195,BKG007329,Miles earned from flight booking (tier=Silver)
LTX0002480,CUST0057,2024-12-13 00:00:00,Earn,741,BKG007332,Miles earned from flight booking (tier=Explorer)
LTX0002481,CUST0051,2025-01-19 00:00:00,Earn,247,BKG007338,Miles earned from flight booking (tier=Explorer)
LTX0002482,CUST0223,2024-12-12 00:00:00,Earn,223,BKG007342,Miles earned from flight booking (tier=Silver)
LTX0002483,CUST0112,2024-11-29 00:00:00,Earn,166,BKG007345,Miles earned from flight booking (tier=Explorer)
LTX0002484,CUST0293,2024-12-14 00:00:00,Earn,250,BKG007347,Miles earned from flight booking (tier=Explorer)
LTX0002485,CUST0268,2024-12-22 00:00:00,Earn,324,BKG007349,Miles earned from flight booking (tier=Silver)
LTX0002486,CUST0214,2024-12-21 00:00:00,Earn,261,BKG007350,Miles earned from flight booking (tier=Explorer)
LTX0002487,CUST0262,2025-01-18 00:00:00,Earn,327,BKG007352,Miles earned from flight booking (tier=Explorer)
LTX0002488,CUST0040,2025-01-10 00:00:00,Earn,251,BKG007355,Miles earned from flight booking (tier=Silver)
LTX0002489,CUST0028,2024-12-07 00:00:00,Earn,266,BKG007358,Miles earned from flight booking (tier=Gold)
LTX0002490,CUST0103,2025-01-06 00:00:00,Earn,449,BKG007359,Miles earned from flight booking (tier=Silver)
LTX0002491,CUST0248,2025-01-07 00:00:00,Earn,338,BKG007361,Miles earned from flight booking (tier=Silver)
LTX0002492,CUST0289,2025-01-05 00:00:00,Earn,274,BKG007363,Miles earned from flight booking (tier=Explorer)
LTX0002493,CUST0061,2024-12-09 00:00:00,Earn,162,BKG007365,Miles earned from flight booking (tier=Silver)
LTX0002494,CUST0120,2025-01-12 00:00:00,Earn,333,BKG007368,Miles earned from flight booking (tier=Explorer)
LTX0002495,CUST0220,2025-01-10 00:00:00,Earn,253,BKG007374,Miles earned from flight booking (tier=Explorer)
LTX0002496,CUST0047,2024-12-10 00:00:00,Earn,390,BKG007377,Miles earned from flight booking (tier=Silver)
LTX0002497,CUST0169,2024-12-17 00:00:00,Earn,317,BKG007378,Miles earned from flight booking (tier=Silver)
LTX0002498,CUST0214,2025-01-06 00:00:00,Earn,333,BKG007381,Miles earned from flight booking (tier=Explorer)
LTX0002499,CUST0219,2024-12-17 00:00:00,Earn,324,BKG007390,Miles earned from flight booking (tier=Explorer)
LTX0002500,CUST0288,2024-11-24 00:00:00,Earn,310,BKG007395,Miles earned from flight booking (tier=Explorer)
LTX0002501,CUST0286,2024-11-25 00:00:00,Earn,367,BKG007397,Miles earned from flight booking (tier=Gold)
LTX0002502,CUST0032,2024-12-11 00:00:00,Earn,190,BKG007398,Miles earned from flight booking (tier=Explorer)
LTX0002503,CUST0168,2024-12-07 00:00:00,Earn,158,BKG007399,Miles earned from flight booking (tier=Explorer)
LTX0002504,CUST0089,2025-01-17 00:00:00,Earn,605,BKG007400,Miles earned from flight booking (tier=Explorer)
LTX0002505,CUST0043,2025-01-07 00:00:00,Earn,228,BKG007401,Miles earned from flight booking (tier=Explorer)
LTX0002506,CUST0223,2025-01-08 00:00:00,Earn,225,BKG007403,Miles earned from flight booking (tier=Silver)
LTX0002507,CUST0084,2024-11-23 00:00:00,Earn,400,BKG007409,Miles earned from flight booking (tier=Silver)
LTX0002508,CUST0272,2024-11-23 00:00:00,Earn,261,BKG007413,Miles earned from flight booking (tier=Explorer)
LTX0002509,CUST0143,2024-12-16 00:00:00,Earn,275,BKG007417,Miles earned from flight booking (tier=Explorer)
LTX0002510,CUST0031,2025-01-15 00:00:00,Earn,783,BKG007421,Miles earned from flight booking (tier=Gold)
LTX0002511,CUST0293,2025-01-13 00:00:00,Earn,203,BKG007424,Miles earned from flight booking (tier=Explorer)
LTX0002512,CUST0213,2024-12-08 00:00:00,Earn,434,BKG007425,Miles earned from flight booking (tier=Gold)
LTX0002513,CUST0127,2024-12-21 00:00:00,Earn,545,BKG007426,Miles earned from flight booking (tier=Explorer)
LTX0002514,CUST0025,2024-12-28 00:00:00,Earn,363,BKG007428,Miles earned from flight booking (tier=Silver)
LTX0002515,CUST0118,2024-12-18 00:00:00,Earn,274,BKG007429,Miles earned from flight booking (tier=Explorer)
LTX0002516,CUST0167,2024-12-04 00:00:00,Earn,519,BKG007434,Miles earned from flight booking (tier=Silver)
LTX0002517,CUST0111,2024-11-22 00:00:00,Earn,271,BKG007436,Miles earned from flight booking (tier=Silver)
LTX0002518,CUST0053,2024-11-21 00:00:00,Earn,141,BKG007440,Miles earned from flight booking (tier=Explorer)
LTX0002519,CUST0212,2024-12-08 00:00:00,Earn,250,BKG007441,Miles earned from flight booking (tier=Explorer)
LTX0002520,CUST0251,2024-11-23 00:00:00,Earn,149,BKG007444,Miles earned from flight booking (tier=Explorer)
LTX0002521,CUST0231,2024-12-23 00:00:00,Earn,1495,BKG007448,Miles earned from flight booking (tier=Gold)
LTX0002522,CUST0290,2024-12-30 00:00:00,Earn,273,BKG007449,Miles earned from flight booking (tier=Explorer)
LTX0002523,CUST0145,2024-12-02 00:00:00,Earn,316,BKG007450,Miles earned from flight booking (tier=Gold)
LTX0002524,CUST0244,2024-11-29 00:00:00,Earn,366,BKG007451,Miles earned from flight booking (tier=Silver)
LTX0002525,CUST0103,2024-12-21 00:00:00,Earn,450,BKG007452,Miles earned from flight booking (tier=Silver)
LTX0002526,CUST0276,2024-12-03 00:00:00,Earn,298,BKG007455,Miles earned from flight booking (tier=Explorer)
LTX0002527,CUST0035,2025-01-01 00:00:00,Earn,239,BKG007457,Miles earned from flight booking (tier=Explorer)
LTX0002528,CUST0089,2024-11-21 00:00:00,Earn,322,BKG007458,Miles earned from flight booking (tier=Explorer)
LTX0002529,CUST0002,2024-11-21 00:00:00,Earn,212,BKG007460,Miles earned from flight booking (tier=Explorer)
LTX0002530,CUST0168,2025-01-09 00:00:00,Earn,287,BKG007463,Miles earned from flight booking (tier=Explorer)
LTX0002531,CUST0084,2024-11-25 00:00:00,Earn,658,BKG007466,Miles earned from flight booking (tier=Silver)
LTX0002532,CUST0053,2025-01-18 00:00:00,Earn,277,BKG007467,Miles earned from flight booking (tier=Explorer)
LTX0002533,CUST0264,2025-01-14 00:00:00,Earn,733,BKG007470,Miles earned from flight booking (tier=Silver)
LTX0002534,CUST0273,2024-12-24 00:00:00,Earn,331,BKG007471,Miles earned from flight booking (tier=Gold)
LTX0002535,CUST0035,2024-12-06 00:00:00,Earn,199,BKG007472,Miles earned from flight booking (tier=Explorer)
LTX0002536,CUST0246,2024-12-22 00:00:00,Earn,267,BKG007475,Miles earned from flight booking (tier=Explorer)
LTX0002537,CUST0033,2024-12-24 00:00:00,Earn,285,BKG007478,Miles earned from flight booking (tier=Explorer)
LTX0002538,CUST0031,2024-12-08 00:00:00,Earn,212,BKG007481,Miles earned from flight booking (tier=Gold)
LTX0002539,CUST0190,2024-12-09 00:00:00,Earn,306,BKG007482,Miles earned from flight booking (tier=Explorer)
LTX0002540,CUST0271,2024-12-13 00:00:00,Earn,251,BKG007483,Miles earned from flight booking (tier=Explorer)
LTX0002541,CUST0080,2025-01-05 00:00:00,Earn,263,BKG007488,Miles earned from flight booking (tier=Explorer)
LTX0002542,CUST0195,2024-11-28 00:00:00,Earn,444,BKG007489,Miles earned from flight booking (tier=Gold)
LTX0002543,CUST0100,2025-01-08 00:00:00,Earn,441,BKG007490,Miles earned from flight booking (tier=Gold)
LTX0002544,CUST0009,2024-12-03 00:00:00,Earn,325,BKG007491,Miles earned from flight booking (tier=Explorer)
LTX0002545,CUST0170,2024-12-08 00:00:00,Earn,243,BKG007492,Miles earned from flight booking (tier=Silver)
LTX0002546,CUST0120,2024-11-30 00:00:00,Earn,175,BKG007493,Miles earned from flight booking (tier=Explorer)
LTX0002547,CUST0192,2024-12-29 00:00:00,Earn,240,BKG007494,Miles earned from flight booking (tier=Silver)
LTX0002548,CUST0242,2024-12-01 00:00:00,Earn,374,BKG007497,Miles earned from flight booking (tier=Gold)
LTX0002549,CUST0151,2024-12-14 00:00:00,Earn,1080,BKG007502,Miles earned from flight booking (tier=Gold)
LTX0002550,CUST0055,2024-12-12 00:00:00,Earn,636,BKG007508,Miles earned from flight booking (tier=Explorer)
LTX0002551,CUST0240,2024-12-06 00:00:00,Earn,536,BKG007510,Miles earned from flight booking (tier=Explorer)
LTX0002552,CUST0001,2024-12-01 00:00:00,Earn,1492,BKG007514,Miles earned from flight booking (tier=Gold)
LTX0002553,CUST0154,2024-11-29 00:00:00,Earn,1140,BKG007520,Miles earned from flight booking (tier=Gold)
LTX0002554,CUST0257,2024-12-29 00:00:00,Earn,1845,BKG007523,Miles earned from flight booking (tier=Explorer)
LTX0002555,CUST0061,2024-12-12 00:00:00,Earn,595,BKG007527,Miles earned from flight booking (tier=Silver)
LTX0002556,CUST0119,2024-11-25 00:00:00,Earn,651,BKG007528,Miles earned from flight booking (tier=Silver)
LTX0002557,CUST0122,2024-11-23 00:00:00,Earn,534,BKG007529,Miles earned from flight booking (tier=Explorer)
LTX0002558,CUST0145,2024-12-17 00:00:00,Earn,1077,BKG007541,Miles earned from flight booking (tier=Gold)
LTX0002559,CUST0214,2025-01-02 00:00:00,Earn,1064,BKG007543,Miles earned from flight booking (tier=Explorer)
LTX0002560,CUST0008,2025-01-16 00:00:00,Earn,1398,BKG007547,Miles earned from flight booking (tier=Explorer)
LTX0002561,CUST0081,2024-12-05 00:00:00,Earn,784,BKG007551,Miles earned from flight booking (tier=Gold)
LTX0002562,CUST0047,2025-01-17 00:00:00,Earn,230,BKG007554,Miles earned from flight booking (tier=Silver)
LTX0002563,CUST0192,2024-12-16 00:00:00,Earn,341,BKG007557,Miles earned from flight booking (tier=Silver)
LTX0002564,CUST0211,2024-11-28 00:00:00,Earn,720,BKG007560,Miles earned from flight booking (tier=Gold)
LTX0002565,CUST0206,2025-01-19 00:00:00,Earn,329,BKG007565,Miles earned from flight booking (tier=Gold)
